IRL1157,07-12-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=dozens,1728421370
IRL1145,29-11-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421370
IRL1143,27-11-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,"crowd size=upwards of 1,000",1728421370
IRL1142,23-11-2023,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Dublin,53.3498,-6.2603,1,,1728421370
IRL1139,23-11-2023,2023,1,Demonstrations,Riots,Violent demonstration,Dublin,53.3498,-6.2603,1,crowd size=no report,1734465867
IRL1140,18-11-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=thousands,1734479887
IRL1134,15-11-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=more than a thousand,1734479887
IRL1138,14-11-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421370
IRL1135,11-11-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=several thousands,1700602882
IRL1132,09-11-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=around 100,1699988476
IRL1131,06-11-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=around 12,1699988476
IRL1130,04-11-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,"crowd size=an estimated 1,000",1728421370
IRL1122,30-10-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421370
IRL1125,28-10-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=hundreds,1728421370
IRL1120,21-10-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=thousands,1698774968
IRL1116,19-10-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421370
IRL1115,17-10-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421370
IRL1110,15-10-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=thousands,1698180616
IRL1109,15-10-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL1101,11-10-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=some 700,1728421369
IRL1100,10-10-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=hundreds,1728421369
IRL1098,09-10-2023,2023,1,Demonstrations,Protests,Protest with intervention,Dublin,53.3498,-6.2603,1,crowd size=several hundred,1697584396
IRL1099,07-10-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL1102,07-10-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL1084,05-10-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL1082,04-10-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL1083,04-10-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL1080,03-10-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL1081,03-10-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=over 100,1728421369
IRL1074,26-09-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=thousands,1728421369
IRL1069,20-09-2023,2023,1,Demonstrations,Protests,Protest with intervention,Dublin,53.3498,-6.2603,1,crowd size=around 200,1728421369
IRL1071,17-09-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL1068,16-09-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL1056,15-09-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL1063,13-09-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL1065,13-09-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=around 30,1728421369
IRL1059,11-09-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL1066,10-09-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL1055,09-09-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL1051,07-09-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL1046,22-08-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL1045,19-08-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=hundreds,1728421369
IRL1235,14-08-2023,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Ballybrack,53.2531,-6.1244,1,,1728421370
IRL1044,12-08-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL1033,07-08-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL1024,29-07-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dun Laoghaire,53.2922,-6.136,1,"crowd size=an estimated 1,400",1716919058
IRL1020,22-07-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL1010,19-07-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dun Laoghaire,53.2922,-6.136,1,crowd size=about 30,1728421369
IRL1012,19-07-2023,2023,1,Demonstrations,Protests,Peaceful protest,Ballybrack,53.2531,-6.1244,1,crowd size=about 100,1728421369
IRL1013,18-07-2023,2023,1,Demonstrations,Riots,Violent demonstration,Ballybrack,53.2531,-6.1244,1,crowd size=no report,1728421369
IRL1011,17-07-2023,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Ballybrack,53.2531,-6.1244,1,local administrators,1728421369
IRL1000,12-07-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=around 100,1689689677
IRL1004,12-07-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1689689677
IRL1006,11-07-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1689689677
IRL1007,11-07-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1689689677
IRL1002,08-07-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=thousands,1728421369
IRL999,07-07-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,2,crowd size=no report,1728421373
IRL1005,04-07-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421369
IRL997,04-07-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=roughly 150,1728421373
IRL996,01-07-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,"crowd size=around 3,000",1689092979
IRL990,27-06-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=around 100,1728421373
IRL995,26-06-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421373
IRL993,24-06-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=tens of thousands,1728421373
IRL983,22-06-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1687891758
IRL981,21-06-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421373
IRL982,21-06-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421373
IRL975,20-06-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421373
